155	479	237	238	412
157	73	795	920	139
518	138	729	29	773
572	103	999	765	453
547	651	928	608	585
375	752	64	813	234
140	593	263	199	170
888	427	555	38	493
530	616	934	977	894
737	123	912	864	883
414	818	288	618	301
913	732	509	541	386
506	372	502	37	220
163	927	418	928	53
975	209	983	761	740
922	612	668	334	403
882	150	345	579	435
936	874	267	598	559
315	740	781	699	103
133	553	814	341	66
847	902	359	153	110
381	185	234	372	721
376	676	755	690	191
646	55	56	239	290
870	969	164	396	995
719	150	784	912	932
487	644	81	902	725
29	714	541	182	282
270	841	138	584	718
107	429	580	540	270
247	959	136	708	713
191	111	369	58	989
361	154	540	864	779
627	11	375	653	17
26	959	162	220	499
9	957	909	429	649
526	300	172	575	618
734	161	908	684	506
840	395	453	872	500
877	490	480	992	984
736	930	578	909	175
994	861	67	827	497
52	157	356	510	380
159	433	39	231	851
293	841	50	408	479
956	219	3	259	516
824	848	817	814	723
683	189	817	399	330
363	240	475	720	936
987	974	937	985	773
853	336	571	73	211
364	23	284	427	476
669	269	412	915	781
188	472	43	608	519
9	799	995	598	710
145	615	758	332	803
611	189	593	776	455
595	726	629	687	537
780	848	938	147	978
698	885	356	392	625
913	452	508	220	224
325	792	966	729	332
492	364	582	72	501
443	425	765	950	871
75	601	899	652	877
15	71	214	577	816
972	664	931	257	274
403	740	929	52	345
652	733	687	688	830
45	151	435	888	107
566	584	998	453	230
762	700	549	821	145
212	79	965	939	752
210	601	482	223	139
347	612	992	714	512
665	419	745	239	33
375	522	806	50	759
124	179	423	441	581
825	853	947	604	298
357	606	383	976	418
498	702	217	344	984
33	607	883	170	861
884	554	393	589	595
384	674	631	571	49
754	953	196	749	829
370	361	954	133	142
340	118	619	929	395
714	99	135	84	121
601	381	736	234	821
631	396	828	743	991
588	223	670	582	68
643	993	684	932	492
239	621	238	543	236
296	693	940	248	191
313	544	278	77	526
452	732	174	901	839
42	989	611	471	681
279	604	208	382	209
609	892	847	778	820
17	947	711	513	917
542	522	433	304	690
345	471	141	676	239
811	407	40	578	667
995	243	23	299	709
699	782	358	335	691
959	168	576	179	233
990	914	60	668	86
741	454	971	514	150
563	481	857	819	93
958	476	8	589	510
127	129	275	524	620
399	739	294	377	648
812	93	251	748	423
601	303	614	587	905
581	640	461	216	100
306	56	189	800	493
338	277	776	640	548
882	295	69	83	197
503	4	518	414	67
863	891	607	792	686
99	508	959	119	239
552	400	241	830	652
65	577	167	558	198
203	8	137	335	30
375	41	330	404	237
540	431	578	880	360
263	736	67	356	154
885	430	49	763	953
383	811	766	235	267
774	740	65	635	564
167	566	305	236	783
794	493	690	594	349
554	320	535	211	230
65	727	807	444	190
67	729	184	493	546
9	530	850	706	11
908	476	378	564	427
972	365	369	425	683
949	925	900	850	660
369	248	256	99	132
443	856	289	523	951
534	986	60	66	257
473	631	434	149	142
155	490	122	110	887
229	566	266	944	945
330	774	498	456	320
17	287	888	453	48
659	315	653	18	61
26	234	387	870	699
7	871	593	180	407
179	684	729	253	325
667	898	256	695	783
999	118	424	489	368
989	915	867	914	943
429	250	949	738	759
948	326	665	42	913
365	541	431	165	595
312	950	248	341	831
671	766	784	9	863
278	582	995	108	545
816	217	788	718	920
996	36	505	413	702
191	473	455	383	491
166	127	122	140	492
561	332	600	903	304
826	888	283	811	662
765	696	150	294	483
42	976	214	744	185
663	972	278	745	413
675	44	411	373	953
625	176	331	877	581
103	450	750	723	464
663	288	170	660	829
217	978	759	209	90
439	331	984	600	543
348	942	570	104	88
100	717	859	136	861
44	202	41	835	927
872	572	152	111	515
485	840	318	624	752
56	984	359	859	452
707	417	935	797	868
760	527	284	441	612
311	682	440	481	333
250	372	99	29	175
508	216	885	48	278
675	829	502	332	90
194	165	531	254	650
755	969	595	627	70
28	355	528	502	100
550	395	910	977	29
136	42	447	888	818
876	395	487	803	270
298	469	315	858	759
324	591	554	938	473
859	366	987	736	277
62	513	635	483	805
255	529	984	400	175
191	76	825	144	606
461	827	798	194	381
1	183	172	42	215
484	911	920	103	397
62	385	898	40	910
132	230	140	464	771
353	327	134	618	528
516	807	908	538	554
112	774	165	128	408
845	887	525	646	929
414	613	465	705	713
206	105	324	873	907
212	467	226	316	974
162	62	765	199	579
544	151	892	177	204
735	700	774	845	838
415	839	947	12	961
330	989	641	451	590
7	617	670	645	122
734	925	13	276	952
610	135	282	561	99
64	467	977	833	554
200	22	221	364	303
247	852	914	175	574
892	950	748	143	938
124	361	14	102	327
411	966	500	687	919
802	355	930	24	831
555	598	846	456	545
757	578	843	213	375
357	206	295	564	238
358	19	591	441	676
381	672	820	594	42
440	229	124	49	234
333	597	790	851	816
986	487	9	374	789
793	851	472	994	79
627	472	662	448	256
46	436	774	788	700
995	761	786	800	855
837	681	645	848	846
664	703	755	611	853
113	484	519	611	881
498	47	324	145	927
511	386	950	456	955
788	406	503	223	732
333	650	621	568	131
778	576	529	455	929
746	648	375	24	481
561	436	422	704	915
935	26	822	83	893
919	33	133	558	13
993	472	442	908	968
3	790	85	234	217
63	229	365	635	286
925	879	366	865	974
271	269	771	187	792
286	705	774	423	85
175	226	182	973	568
775	295	13	171	124
166	591	981	62	621
227	8	777	900	675
91	977	634	128	485
895	520	189	38	637
46	567	496	149	390
345	813	10	434	154
275	820	329	984	377
303	322	147	338	883
139	990	737	891	232
515	376	644	1	760
504	976	485	527	593
341	673	798	934	32
258	652	149	900	423
60	646	839	355	654
276	989	880	852	226
977	541	90	668	379
779	797	423	10	734
847	880	472	10	900
973	770	843	827	502
99	42	797	679	46
81	853	643	80	753
876	911	363	520	717
432	25	472	728	186
23	241	872	810	370
948	434	93	826	185
242	704	114	151	286
613	141	64	819	929
518	954	74	179	596
249	239	803	71	416
839	71	919	893	590
85	78	307	17	346
430	495	182	822	946
341	356	846	267	471
646	637	661	10	954
861	801	510	977	670
918	897	720	575	705
367	339	510	281	392
883	906	53	191	510
54	218	175	196	119
42	979	596	822	697
373	67	498	242	246
866	252	138	45	739
963	167	327	901	982
418	882	933	97	274
606	264	4	123	819
319	204	346	836	647
45	73	372	43	188
46	155	7	819	764
933	706	342	901	562
945	410	197	624	648
726	70	475	456	776
751	919	390	1	155
535	878	167	91	860
663	119	156	571	511
846	704	846	20	739
24	787	43	531	763
907	311	325	756	659
854	915	144	303	696
453	45	22	960	16
745	536	884	633	228
242	240	694	77	285
280	131	224	976	790
700	219	170	138	510
198	293	481	733	615
407	290	984	55	1
321	439	218	268	479
207	698	264	241	603
382	687	660	728	510
927	529	997	538	160
908	352	118	858	140
216	224	499	819	898
694	870	371	608	632
940	472	932	97	53
296	860	81	525	846
884	144	384	361	21
754	824	498	654	472
962	232	412	812	270
727	99	948	537	987
483	993	897	45	808
349	378	174	514	5
875	653	480	145	783
780	125	673	808	578
887	910	998	72	3
343	33	236	436	974
933	274	881	674	734
195	137	126	501	274
491	587	321	907	754
668	724	140	953	780
124	429	583	383	490
515	241	705	675	462
127	487	838	60	211
381	18	555	180	519
583	672	509	567	395
730	716	888	475	116
478	97	333	310	462
468	223	916	805	280
205	699	724	108	873
390	265	370	553	661
958	543	970	501	600
66	820	65	292	720
698	186	516	412	829
619	721	506	418	487
442	466	5	721	879
783	994	633	211	122
276	411	300	9	162
644	640	949	436	267
574	217	39	369	841
216	152	959	32	969
975	541	269	979	35
550	36	888	734	717
170	97	760	103	263
268	638	905	491	438
825	708	353	460	918
67	476	237	601	562
216	152	152	989	657
609	746	83	803	291
65	504	81	92	925
981	62	23	94	851
6	753	420	392	986
347	119	560	282	733
989	421	127	657	415
848	685	494	767	180
209	974	277	372	610
49	190	894	413	845
595	524	713	457	95
433	293	973	45	460
626	889	149	585	950
556	938	517	555	739
832	314	478	655	123
106	408	820	572	685
986	608	168	408	223
50	127	170	932	112
934	422	910	655	485
346	251	988	56	490
684	472	119	125	121
928	964	804	402	827
510	240	221	195	762
258	160	397	364	713
460	631	804	394	310
91	663	601	416	54
677	850	547	770	318
893	515	610	296	944
427	514	481	442	82
388	639	830	900	806
148	448	754	757	367
493	744	817	136	979
691	385	977	539	314
453	487	397	657	79
775	474	653	848	799
374	313	912	785	660
187	702	516	691	548
584	528	16	196	117
171	772	189	739	515
805	561	904	243	93
860	641	222	742	486
345	551	200	220	431
459	571	384	628	115
663	972	376	115	648
655	571	601	421	985
917	890	863	363	386
696	974	342	576	847
158	932	157	44	941
794	843	283	39	564
541	999	72	785	773
827	320	515	949	211
720	988	684	605	503
337	283	759	966	220
15	628	401	673	516
466	285	697	739	670
16	256	613	351	240
192	241	262	601	37
942	163	657	94	587
364	898	997	469	844
941	171	915	202	820
330	228	30	576	941
986	596	104	181	87
11	831	706	744	829
865	525	621	124	751
399	576	211	637	649
113	353	31	544	633
546	139	934	554	746
358	916	821	748	172
544	114	107	861	135
639	568	375	586	336
160	139	485	141	449
770	141	391	539	472
853	150	135	333	269
421	825	493	724	997
102	417	562	19	939
433	260	516	448	493
758	354	618	662	24
303	690	647	616	490
69	138	567	144	100
93	319	952	712	785
734	897	61	870	820
337	779	624	174	772
613	821	915	817	102
830	208	709	89	189
549	611	434	420	885
681	785	4	832	543
755	566	116	779	435
378	188	66	287	782
498	442	837	890	529
543	692	28	262	512
92	888	921	734	81
133	822	531	932	17
55	438	528	109	632
642	761	729	863	677
985	681	842	835	117
244	716	495	311	604
259	545	989	160	423
581	113	975	133	34
427	599	481	172	170
601	546	403	174	924
65	154	872	902	165
786	286	977	639	240
11	881	891	894	567
632	993	901	187	135
581	585	208	511	41
625	623	523	991	367
700	180	943	471	743
385	611	947	285	598
573	811	380	871	738
546	510	922	165	252
39	111	912	659	814
69	958	318	113	693
726	311	960	674	525
323	666	132	712	887
990	456	364	478	110
742	311	987	785	777
15	929	856	793	319
141	428	370	682	12
720	570	910	67	102
230	841	868	276	396
430	513	366	760	801
78	201	95	202	873
865	412	583	806	838
656	126	503	890	697
574	65	628	705	659
158	633	691	139	844
205	84	200	629	228
49	482	431	61	932
397	298	960	871	125
388	859	540	93	462
293	116	622	850	904
638	957	864	68	323
562	224	768	257	49
343	783	482	433	653
613	893	583	10	582
112	172	287	879	423
846	809	159	940	287
693	149	303	251	59
377	329	819	748	193
264	721	953	621	844
166	171	718	545	592
821	825	967	865	53
751	435	150	695	870
97	242	870	770	117
435	604	954	599	18
471	165	16	134	625
417	186	48	860	670
31	305	719	867	633
756	679	721	657	375
322	230	905	561	414
194	922	257	1	819
718	733	170	735	47
739	649	208	301	215
98	492	241	990	454
17	596	543	634	916
863	619	589	788	328
378	968	659	106	937
829	987	311	414	285
808	188	445	327	66
108	633	192	327	856
567	711	620	200	119
775	767	163	626	430
570	102	589	583	818
282	331	630	527	915
918	298	475	420	532
219	57	809	483	850
547	337	951	360	855
912	376	381	999	112
779	405	740	829	76
35	672	708	157	87
829	335	182	555	518
45	260	411	937	61
402	969	653	583	180
112	131	831	390	968
337	612	315	566	841
35	357	86	146	607
153	591	508	614	362
960	957	432	735	205
174	167	306	729	714
501	154	943	159	608
924	113	983	34	959
726	326	362	689	98
700	290	363	78	785
604	491	204	723	36
831	326	931	58	601
447	962	549	788	182
376	256	490	808	757
929	630	949	999	745
314	455	741	836	859
431	827	869	777	564
221	553	189	574	483
953	717	500	597	640
432	88	72	272	293
304	214	724	673	682
952	689	782	102	160
486	591	596	130	871
336	486	541	719	77
143	468	308	348	121
733	554	585	424	609
741	356	478	727	853
16	172	250	633	892
568	860	571	827	382
437	253	119	122	349
540	137	90	699	878
208	127	595	689	472
846	839	149	771	403
902	283	857	753	835
192	316	614	410	857
508	906	497	586	980
95	825	26	574	645
696	903	573	806	289
363	421	998	622	295
352	872	118	226	715
833	59	956	589	398
713	999	264	648	180
690	855	97	694	528
829	664	932	845	303
957	282	734	414	506
419	72	229	720	443
835	118	889	348	902
453	379	206	307	746
833	244	210	294	872
828	372	457	621	754
225	474	148	71	511
824	235	836	446	197
722	529	279	229	367
509	964	340	46	101
999	340	912	955	741
768	984	290	749	380
260	344	319	927	529
893	499	716	10	902
409	242	98	264	971
599	926	439	717	470
758	642	290	409	863
964	881	63	45	569
597	487	100	797	458
704	454	728	791	415
551	898	376	153	745
257	617	925	144	236
311	561	740	568	366
381	145	706	588	838
21	670	633	177	302
637	441	153	35	301
533	547	258	765	193
608	931	570	146	340
245	142	346	304	238
329	496	200	947	822
465	514	516	219	864
779	450	448	425	624
772	448	132	844	838
817	49	740	923	828
239	595	340	252	914
883	212	214	863	409
235	550	783	298	263
878	165	565	551	247
172	773	906	663	882
439	347	777	710	385
735	162	59	616	512
748	670	571	50	695
285	963	291	703	539
31	723	9	495	217
795	621	938	232	369
144	717	360	667	750
517	150	689	752	817
643	929	628	162	544
247	483	272	692	341
398	640	292	737	430
308	592	740	828	57
198	798	609	20	922
607	834	115	321	163
13	133	317	46	992
795	878	417	680	266
315	257	983	720	289
862	252	486	356	58
968	336	48	211	827
631	494	912	572	319
137	427	667	574	367
611	774	604	502	417
93	761	977	191	949
836	369	755	635	842
908	70	331	545	919
982	298	494	688	625
850	118	428	587	979
684	676	46	223	238
152	985	424	627	144
555	943	416	654	174
975	167	975	147	598
49	812	643	766	306
89	750	423	604	168
957	94	548	373	390
127	435	217	823	784
956	725	308	437	317
729	616	397	766	356
817	845	446	985	915
644	836	587	471	547
40	29	261	498	351
351	193	14	162	164
295	108	473	11	806
463	711	22	646	651
21	739	598	509	429
842	195	995	158	19
504	845	469	726	933
51	522	705	280	298
776	544	268	58	989
293	635	989	594	850
228	876	963	369	484
105	513	246	525	579
158	805	156	296	47
801	26	135	784	274
739	606	94	162	532
981	627	622	277	836
183	712	847	190	39
221	445	302	839	318
588	501	203	296	746
665	453	793	404	654
197	575	126	375	413
296	482	177	760	703
14	601	141	982	387
93	129	833	80	322
605	406	643	376	586
179	843	528	129	369
878	492	786	440	185
124	195	282	295	421
416	366	236	892	831
285	54	391	401	667
345	425	123	672	323
805	942	746	966	3
800	762	560	978	601
145	326	415	906	794
808	707	183	271	607
520	449	394	650	195
471	587	266	993	842
536	813	57	306	995
216	496	611	652	842
763	460	589	134	752
727	855	387	117	712
645	677	783	461	14
242	515	52	104	839
336	76	967	102	659
468	369	625	644	875
459	12	399	103	317
263	571	278	142	67
195	387	829	728	700
465	632	517	194	976
45	431	830	448	502
562	572	764	497	525
312	307	115	478	998
229	224	646	432	736
465	787	649	946	926
632	955	284	772	139
758	60	375	155	934
523	380	297	4	17
697	872	469	789	910
855	464	765	966	101
866	114	996	961	3
931	825	112	732	514
539	11	364	644	667
199	839	55	464	433
48	185	642	81	555
825	747	106	227	215
900	343	992	21	775
46	135	464	961	272
509	497	695	535	677
103	903	592	176	560
866	898	834	377	819
925	183	944	975	790
177	871	55	328	320
488	555	945	832	247
111	459	513	470	167
485	224	636	804	42
965	473	582	262	695
904	658	351	326	246
790	230	421	225	268
714	93	525	995	750
287	773	116	76	241
479	957	383	257	640
716	726	457	572	660
281	190	352	562	564
781	671	560	761	456
627	125	555	326	708
985	747	430	858	946
665	831	344	117	803
185	125	557	296	637
271	455	419	680	774
765	844	77	492	436
553	655	604	840	580
65	501	538	251	209
186	912	139	255	594
623	18	877	834	352
913	15	96	809	176
268	346	157	363	873
114	685	927	865	718
353	704	413	756	644
459	685	46	49	559
465	555	427	153	751
709	859	383	35	122
467	497	428	972	988
155	797	944	892	820
386	268	120	797	743
657	629	787	307	740
405	20	989	681	135
308	177	220	553	733
241	86	758	533	493
809	6	919	276	100
992	949	875	892	698
535	776	496	195	114
777	31	621	852	535
385	684	462	247	573
865	429	335	640	926
247	519	47	432	656
328	620	136	27	2
389	332	407	682	519
789	861	123	447	945
784	573	757	846	480
447	65	534	148	808
755	265	890	778	883
125	76	238	473	407
70	868	545	46	13
749	135	331	969	611
218	147	223	83	56
534	710	267	537	122
141	575	812	59	152
355	521	679	82	692
913	967	900	529	175
920	755	701	539	302
304	473	361	627	395
1	36	534	236	845
890	897	761	262	500
382	57	486	69	386
525	956	48	277	832
135	281	544	906	689
72	172	59	573	527
258	837	510	712	456
714	396	683	89	808
848	922	473	469	983
343	431	846	16	730
443	976	882	853	2
585	789	224	741	327
521	244	760	782	535
3	188	231	424	521
711	682	792	915	37
359	893	715	441	167
31	148	55	702	346
706	234	11	41	980
546	714	836	594	560
78	580	610	866	548
716	951	848	885	640
558	56	862	570	638
862	18	455	439	988
703	691	596	307	728
761	830	282	448	595
756	76	384	244	170
393	679	635	241	158
472	758	467	129	281
144	837	627	784	341
630	347	657	977	897
638	131	962	208	761
689	662	517	596	644
658	293	25	684	863
462	699	762	262	222
193	893	577	779	701
19	953	92	407	544
967	333	976	287	639
341	687	144	589	17
478	396	365	26	665
315	139	532	423	502
801	305	607	831	714
819	356	471	879	913
230	141	791	49	246
223	303	512	869	348
39	699	401	634	484
323	63	459	518	600
913	97	789	396	53
534	900	121	219	655
636	923	785	544	589
349	605	42	946	859
10	194	8	951	334
738	424	939	298	823
775	738	282	433	158
122	469	699	567	169
881	597	648	277	596
604	797	559	941	50
629	548	962	474	795
937	684	472	225	158
524	740	109	288	437
410	971	27	320	215
393	246	481	891	60
777	503	421	458	821
528	549	134	354	368
624	555	755	199	237
959	295	67	571	632
658	334	441	309	813
626	962	688	73	700
205	785	693	789	252
599	108	857	428	416
727	811	752	744	266
25	256	862	661	344
557	561	535	799	44
429	396	878	366	883
672	819	764	323	841
891	829	823	684	435
88	276	972	523	591
346	865	236	104	845
55	961	496	655	4
799	523	75	197	333
382	201	852	377	885
426	824	616	824	673
867	699	525	390	471
290	817	344	295	761
70	343	277	588	110
143	186	926	667	993
987	121	237	360	371
92	394	373	180	912
711	528	92	702	574
571	652	696	771	328
704	546	420	352	825
532	394	442	258	834
282	347	553	512	135
72	925	623	45	33
390	731	369	6	469
251	536	928	169	724
454	864	221	616	818
165	109	904	464	82
862	904	740	944	183
677	641	969	683	938
280	948	517	952	407
540	431	768	549	473
84	749	562	77	445
302	425	929	266	983
795	690	206	923	975
671	79	796	498	569
842	987	913	798	565
225	58	143	17	932
91	456	494	361	452
896	288	325	131	749
798	998	429	434	530
487	690	870	496	476
405	7	684	773	676
548	100	400	682	17
470	315	124	614	188
724	229	332	607	674
813	574	361	816	740
941	557	698	608	195
965	997	436	574	122
690	882	156	127	126
202	392	954	844	302
764	57	845	616	285
502	281	508	945	479
397	956	844	168	936
242	979	562	139	273
813	750	111	662	503
318	728	686	154	455
693	632	330	17	929
640	677	504	888	863
354	138	274	169	272
261	62	338	906	815
165	605	82	530	616
370	76	640	395	587
206	758	271	576	797
186	160	244	144	20
753	899	878	191	445
88	834	149	874	181
184	58	987	436	644
398	624	273	389	299
551	682	927	976	425
397	609	221	22	557
668	919	421	774	912
605	236	8	711	267
415	280	252	885	875
225	802	786	520	531
238	658	90	523	997
68	955	865	688	444
152	368	596	627	426
58	434	810	285	703
389	919	260	627	911
214	126	861	639	908
529	309	872	505	796
95	131	604	17	559
86	651	579	574	297
445	833	609	994	947
749	22	292	150	557
248	610	961	205	335
226	166	286	34	586
958	221	174	915	996
328	659	844	501	71
416	213	637	360	227
892	329	282	863	344
41	999	79	144	168
425	238	352	394	572
648	415	689	803	57
179	474	39	401	332
535	882	861	86	788
776	739	205	332	15
945	379	297	733	329
370	839	501	959	852
139	222	100	237	861
755	374	688	224	848
899	43	375	863	494
757	86	259	986	127
675	796	82	953	550
708	971	590	395	314
529	573	48	577	634
430	301	505	430	30
340	646	16	406	88
730	37	205	545	67
513	687	508	368	983
207	967	474	790	953
882	119	484	139	397
982	405	739	497	93
239	566	450	961	415
458	205	362	955	357
25	50	347	692	82
773	136	202	855	635
560	597	43	572	675
470	988	295	728	178
411	700	472	3	961
850	272	61	347	911
867	838	190	691	123
125	118	267	651	672
348	938	457	775	107
332	302	791	364	901
40	464	873	746	36
807	389	87	765	531
322	135	856	734	554
792	749	28	374	603
709	938	374	913	95
618	622	598	834	355
336	725	703	280	88
266	3	904	221	49
285	613	232	399	928
164	708	821	890	808
671	35	22	822	969
360	18	536	336	685
311	875	168	268	985
463	511	871	89	275
737	351	956	562	393
201	271	251	840	318
267	589	659	164	14
604	966	559	462	698
614	349	591	216	487
96	228	490	238	856
542	982	595	481	137
457	161	715	373	1
988	306	648	666	484
977	937	929	184	158
848	979	177	770	819
911	810	217	281	899
991	416	344	649	180
910	190	422	253	705
170	681	696	206	387
782	361	460	678	155
313	245	437	894	236
803	381	88	804	59
499	117	910	303	917
102	271	229	804	466
260	994	480	181	479
780	751	682	520	56
436	355	2	102	569
74	634	685	177	723
360	828	745	544	448
939	601	428	140	353
144	450	307	407	296
941	180	371	267	465
920	391	244	730	830
15	962	903	43	744
620	694	576	75	939
840	750	82	640	707
756	234	540	151	728
671	700	845	131	483
777	670	137	151	637
620	1	480	807	314
478	390	897	192	276
115	994	536	274	552
927	131	776	119	458
963	827	360	219	859
950	360	30	879	951
766	930	430	529	955
152	198	374	645	197
714	383	78	991	970
60	439	689	49	942
236	433	687	961	411
410	131	278	233	880
450	818	569	709	546
213	114	971	284	961
470	895	401	564	45
430	686	884	686	892
487	217	382	647	984
782	153	164	42	962
314	241	152	968	824
666	859	980	431	704
114	445	940	377	274
828	793	266	217	270
33	58	890	333	247
464	705	688	165	627
835	957	472	481	901
999	997	734	14	894
764	229	947	304	354
502	669	501	45	696
989	541	489	582	36
771	108	243	912	730
132	769	916	148	140
666	887	302	287	367
2	16	947	898	999
477	858	520	276	626
729	377	930	553	426
969	506	812	951	228
512	23	352	720	347
446	32	280	885	24
356	42	563	535	322
362	600	970	590	892
172	326	534	759	660
745	542	842	942	202
371	22	38	390	884
586	133	587	427	944
456	33	390	868	621
837	804	650	508	812
485	609	809	976	851
674	356	701	334	12
